Country,Currency Type,Business Line,Team/Business Unit,Year,Cycle,Terr ID,Emp ID,Emp_Name,Role_Name,Product Name,Metric Type,Product wt,Metric/sales-non sales,Plan Type,Targets,Sales,Attainment,Achievement,Product Target_pay,Eligibility,Product level Payout,FLM_Flag,FLM
Spain,Euro (EUR),BL-D,Team2,2022,C3-2022,551531786,864600786,taNowa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Multiextra Lotion,Currency,0.03,Sales,EI,0,0,1.2,2,225,0.333333,150,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q1-2021,551531786,864600786,taNowa786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Actiextra Ointment,Currency,0.03,Sales,EI,0,0,1.2,2,205.5,0.666667,274,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q2-2025,661531786,314600786,naDabe786,PRZEDSTAWICIEL MEDYCZNY,TylenolLotion,Currency,0.03,Sales,EI,0,0,1.07,2,186,0.666667,248,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,Q3-2024,661531786,314600786,naDabe786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Hepatorapid Powder,Currency,0.03,Sales,EI,0,0,1.07,2,205.5,0.333333,137,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,Q4-2023,111531786,564600786,elPawl786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Endoactive Lotion,Currency,0.03,Sales,EI,0,0,1.42,2,225,1,450,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,C3-2022,121531786,844600786,naJegi786,PRZEDSTAWICIEL MEDYCZNY,Hyponatural Drops,Currency,0.03,Sales,EI,0,0,1.06,1.96,186,1,364.56,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,C3-2021,131531786,514600786,amJusz786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Hypocure Drops,Currency,0.03,Sales,EI,0,0,1.25,2,225,1,450,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,C2-2025,211531786,24600786,naRoic786,PRZEDSTAWICIEL MEDYCZNY,RituxanCream,Currency,0.03,Sales,EI,0,0,1.48,2,186,1,372,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q4-2024,281531786,724600786,inZura786,PRZEDSTAWICIEL MEDYCZNY,HypoLipitorprime,Currency,0.03,Sales,EI,0,0,1.46,2,186,1,372,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,Q1-2023,311531786,264600786,raTato786,STARSZY PRZEDSTAWICIEL MEDYCZNY,ActiSpirivacare,Currency,0.03,Sales,EI,0,0,1.25,2,205.5,0.65,267.15,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,Q2-2022,311531786,ntVaca786,ynVACA786,VACAT ROLE,OncoCrestorforte,Currency,0.03,Sales,EI,0,0,1.25,2,0,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q3-2021,331531786,134600786,naMial786,PRZEDSTAWICIEL MEDYCZNY,Gastroforte Spray,Currency,0.03,Sales,EI,0,0,1.41,2,186,1,372,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q4-2025,391531786,584600786,naSzym786,STARSZY PRZEDSTAWICIEL MEDYCZNY,OncoCrestorforte,Currency,0.03,Sales,EI,0,0,1.06,1.99,205.5,1,408.95,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q1-2024,401531786,234600786,naMark786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,ActosPowder,Currency,0.03,Sales,EI,0,0,1.41,2,225,1,450,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,C2-2023,491531786,774600786,raPapu786,PRZEDSTAWICIEL MEDYCZNY,Pneumoheal Lotion,Currency,0.03,Sales,EI,0,0,1.18,2,186,0.666667,248,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,C2-2022,491531786,774600786,raPapu786,STARSZY PRZEDSTAWICIEL MEDYCZNY,RenalAspirincare,Currency,0.03,Sales,EI,0,0,1.18,2,205.5,0.333333,137,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q4-2021,541531786,444600786,ejCiep786,PRZEDSTAWICIEL MEDYCZNY,Multirapid Gel,Currency,0.03,Sales,EI,0,0,1.44,2,186,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q1-2025,681531786,164600786,naKupi786,PRZEDSTAWICIEL MEDYCZNY,Renalcare Gel,Currency,0.03,Sales,EI,0,0,1.29,2,186,1,372,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,Q2-2024,51531786,894600786,naKoss786,PRZEDSTAWICIEL MEDYCZNY,ProSeroquelprime,Currency,0.03,Sales,EI,0,0,0.68,0,186,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,C3-2023,291531786,204600786,anAlwa786,PRZEDSTAWICIEL MEDYCZNY,ProZantaccure,Currency,0.03,Sales,EI,0,0,1.55,2,186,1,372,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,Q4-2022,351531786,974600786,naDaba786,PRZEDSTAWICIEL MEDYCZNY,GynecoZantacactive,Currency,0.03,Sales,EI,0,0,1.65,2,186,1,372,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,Q1-2021,441531786,524600786,naNaza786,PRZEDSTAWICIEL MEDYCZNY,DermoZantacpure,Currency,0.03,Sales,EI,0,0,1.16,2,186,1,372,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,Q2-2025,461531786,274600786,rzZawa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,EnbrelPowder,Currency,0.03,Sales,EI,0,0,1.34,2,225,1,450,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q3-2024,481531786,884600786,naKali786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Microprime Gel,Currency,0.03,Sales,EI,0,0,1.6,2,225,1,450,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,C3-2023,501531786,44600786,trKoco786,STARSZY PRZEDSTAWICIEL MEDYCZNY,AntiSeroquelactive,Currency,0.03,Sales,EI,0,0,1.07,1.99,205.5,1,408.95,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,Q1-2022,531531786,814600786,kaLesi786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,MacroZantacnatural,Currency,0.03,Sales,EI,0,0,1.45,2,225,1,450,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q2-2021,671531786,974600786,taProc786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Renalcare Gel,Currency,0.03,Sales,EI,0,0,1.24,2,225,1,450,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q3-2025,61531786,884600786,taPawl786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Macroprotect Capsule,Currency,0.03,Sales,EI,0,0,1.14,2,225,1,450,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q4-2024,71531786,464600786,taMegg786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,CrestorSpray,Currency,0.03,Sales,EI,0,0,1.31,2,225,0.54,243,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,Q1-2023,151531786,294600786,naSnie786,PRZEDSTAWICIEL MEDYCZNY,RemicadeInjection,Currency,0.03,Sales,EI,0,0,0.98,0,186,0,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,C1-2022,151531786,ntVaca786,kpVACA786,VACAT ROLE,Hyposhield Spray,Currency,0.03,Sales,EI,0,0,0.98,0,0,0,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q3-2021,161531786,994600786,kaMarc786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,AspirinCream,Currency,0.03,Sales,EI,0,0,1.19,2,225,0.333333,150,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q4-2025,161531786,994600786,kaMarc786,STARSZY PRZEDSTAWICIEL MEDYCZNY,AntiSeroquelactive,Currency,0.03,Sales,EI,0,0,1.19,2,205.5,0.666667,274,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,Q1-2024,171531786,764600786,iaPyzi786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Metacare Gel,Currency,0.03,Sales,EI,0,0,1,0.4,225,1,90,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,Q2-2023,201531786,154600786,naSzym786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Micrototal Powder,Currency,0.03,Sales,EI,0,0,1.23,2,225,1,450,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,Q3-2022,221531786,504600786,naWiec786,PRZEDSTAWICIEL MEDYCZNY,ActosPowder,Currency,0.03,Sales,EI,0,0,1.32,2,186,1,372,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,C2-2021,381531786,4600786,naPola786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Metapure Capsule,Currency,0.03,Sales,EI,0,0,1.15,2,225,1,450,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,C1-2025,411531786,834600786,raKuba786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,PsychoRituxanshield,Currency,0.03,Sales,EI,0,0,1.17,2,225,1,450,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q2-2024,421531786,64600786,taSurm786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,ActosPowder,Currency,0.03,Sales,EI,0,0,1.09,2,225,1,450,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,Q3-2023,431531786,684600786,naPozn786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Gastroforte Spray,Currency,0.03,Sales,EI,0,0,1.35,2,225,1,450,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,Q4-2022,521531786,ntVaca786,PnVACA786,VACAT ROLE,Multirapid Gel,Currency,0.03,Sales,EI,0,0,1.27,2,0,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,C2-2021,31531786,914600786,elAndr786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,ProSeroquelprime,Currency,0.03,Sales,EI,0,0,1.07,2,225,1,450,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q2-2025,241531786,194600786,naPias786,STARSZY PRZEDSTAWICIEL MEDYCZNY,OncoCrestorforte,Currency,0.03,Sales,EI,0,0,1.42,2,205.5,1,411,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q3-2024,341531786,544600786,taMogi786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Immunoactive Capsule,Currency,0.03,Sales,EI,0,0,1.02,1.65,205.5,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,Q4-2023,341531786,484600786,naMisi786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Metacare Gel,Currency,0.03,Sales,EI,0,0,1.02,1.65,225,0.31,115.09,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,Q1-2022,341531786,ntVaca786,PnVACA786,VACAT ROLE,ActiSpirivacare,Currency,0.03,Sales,EI,0,0,1.02,1.65,0,0,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q2-2021,371531786,654600786,naMori786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,PlavixSolution,Currency,0.03,Sales,EI,0,0,1.27,2,225,1,450,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q3-2025,511531786,474600786,taStas786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,GastroPlavixmax,Currency,0.03,Sales,EI,0,0,1.06,1.96,225,1,441,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,Q4-2024,591531786,144600786,alLuko786,PRZEDSTAWICIEL MEDYCZNY,Immunoprime Gel,Currency,0.03,Sales,EI,0,0,0.81,0,186,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,Q1-2023,601531786,444600786,chMate786,PRZEDSTAWICIEL MEDYCZNY,SpirivaCream,Currency,0.03,Sales,EI,0,0,0.9,0,186,0.340659,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,Q2-2022,601531786,ntVaca786,ieVACA786,VACAT ROLE,CymbaltaSyrup,Currency,0.03,Sales,EI,0,0,0.9,0,0,0,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,Q3-2021,611531786,324600786,naKowa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Endoactive Lotion,Currency,0.03,Sales,EI,0,0,1.11,2,225,1,450,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,Q4-2025,621531786,454600786,taStef786,PRZEDSTAWICIEL MEDYCZNY,GastroPlavixmax,Currency,0.03,Sales,EI,0,0,1.01,1,186,0.666667,124,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,C2-2024,621531786,454600786,taStef786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Multiguard Capsule,Currency,0.03,Sales,EI,0,0,1.01,1,205.5,0.333333,68.5,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,Q2-2023,631531786,494600786,ekJanu786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Metacare Gel,Currency,0.03,Sales,EI,0,0,1.14,2,225,1,450,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,Q3-2022,641531786,444600786,chMate786,PRZEDSTAWICIEL MEDYCZNY,Actiextra Ointment,Currency,0.03,Sales,EI,0,0,1.13,2,186,0.659341,245.27,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q4-2021,641531786,464600786,iaGrus786,PRZEDSTAWICIEL MEDYCZNY,GastroZantactotal,Currency,0.03,Sales,EI,0,0,1.13,2,186,0,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,C1-2025,651531786,534600786,chMier786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Multiextra Lotion,Currency,0.03,Sales,EI,0,0,1.24,2,225,1,450,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,C2-2024,11531786,74600786,kaBere786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Hepatorapid Powder,Currency,0.03,Sales,EI,0,0,1.27,2,225,1,450,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,C2-2023,101531786,414600786,iaSzus786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,OrthoTylenolplus,Currency,0.03,Sales,EI,0,0,1.19,2,225,1,450,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,C3-2022,191531786,84600786,naWajs786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,SeroquelInjection,Currency,0.03,Sales,EI,0,0,0.93,0,225,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q1-2021,261531786,334600786,naRosz786,PRZEDSTAWICIEL MEDYCZNY,ZantacCapsule,Currency,0.03,Sales,EI,0,0,1.05,1.96,186,0.55,200.51,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q2-2025,271531786,754600786,naKacz786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Macroactive Lotion,Currency,0.03,Sales,EI,0,0,1.09,2,205.5,1,411,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,Q3-2024,321531786,134600786,szKorn786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,OncoCrestorforte,Currency,0.03,Sales,EI,0,0,1.05,1.96,225,1,441,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,Q4-2023,561531786,114600786,kaSiwi786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Actirelief Gel,Currency,0.03,Sales,EI,0,0,1.27,2,205.5,1,411,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,Q1-2022,571531786,754600786,iaLady786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Macroactive Lotion,Currency,0.03,Sales,EI,0,0,1.05,1.96,225,0,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,Q2-2021,571531786,734600786,kaZaja786,PRZEDSTAWICIEL MEDYCZNY,RemicadeCream,Currency,0.03,Sales,EI,0,0,1.05,1.96,186,0.31,113.01,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,Q3-2025,571531786,ntVaca786,chVACA786,VACAT ROLE,Immunoactive Capsule,Currency,0.03,Sales,EI,0,0,1.05,1.96,0,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,C3-2024,581531786,954600786,kaKlac786,PRZEDSTAWICIEL MEDYCZNY,Gastroforte Spray,Currency,0.03,Sales,EI,0,0,1.59,2,186,0.956044,355.65,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,Q1-2023,581531786,ntVaca786,chVACA786,VACAT ROLE,Immunoactive Capsule,Currency,0.03,Sales,EI,0,0,1.59,2,0,0,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,C2-2022,691531786,864600786,inMich786,PRZEDSTAWICIEL MEDYCZNY,OrthoTylenolplus,Currency,0.03,Sales,EI,0,0,1.82,2,186,1,372,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q3-2021,701531786,724600786,ofMycz786,PRZEDSTAWICIEL MEDYCZNY,Metapure Capsule,Currency,0.03,Sales,EI,0,0,1.18,2,186,1,372,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q4-2025,21661786,874600786,naPaja786,PRZEDSTAWICIEL MEDYCZNY,CymbaltaCream,Currency,0.03,Sales,EI,0,0,0.94,0,186,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q1-2024,451661786,334600786,naZale786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Endoplus Cream,Currency,0.03,Sales,EI,0,0,1.14,2,225,1,450,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,Q2-2023,12711786,824600786,waKrzy786,STARSZY KIEROWNIK REGIONU,Renalgentle Gel,Currency,0.045,Sales,EI,0,0,0.98,0,625.5,0.666667,0,1,FLM
Spain,Euro (EUR),BL-D,Team2,2022,C1-2022,12711786,14600786,naSowi786,KIEROWNIK REGIONU,HypoTylenolextra,Currency,0.045,Sales,EI,0,0,0.98,0,589.5,0,0,1,FLM
Spain,Euro (EUR),BL-B,Team4,2021,Q4-2021,22711786,294600786,kaMaci786,KIEROWNIK REGIONU,Macroprotect Capsule,Currency,0.045,Sales,EI,0,0,0.99,0,589.5,1,0,1,FLM
Spain,Euro (EUR),BL-A,Team5,2025,Q1-2025,32711786,294600786,szKras786,STARSZY KIEROWNIK REGIONU,Oncoadvance Solution,Currency,0.045,Sales,EI,0,0,0.98,0,625.5,1,0,1,FLM
Spain,Euro (EUR),BL-D,Team2,2024,Q2-2024,42711786,964600786,olKarb786,STARSZY KIEROWNIK REGIONU,OrthoTylenolplus,Currency,0.045,Sales,EI,0,0,0.98,0,625.5,1,0,1,FLM
Spain,Euro (EUR),BL-B,Team4,2023,C2-2023,52711786,84600786,taKard786,KIEROWNIK REGIONU,ActiSpirivacare,Currency,0.045,Sales,EI,0,0,1,0.25,589.5,1,147.38,1,FLM
Spain,Euro (EUR),BL-A,Team5,2022,C3-2022,62711786,704600786,naZiol786,KIEROWNIK REGIONU,TylenolLotion,Currency,0.045,Sales,EI,0,0,0.97,0,589.5,1,0,1,FLM
Spain,Euro (EUR),BL-D,Team2,2021,Q1-2021,41531786,674600786,raSzym786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Gastroforte Spray,Currency,0.045,Sales,EI,0,0,0.99,0,308.25,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,C1-2025,81531786,964600786,naSlab786,PRZEDSTAWICIEL MEDYCZNY,Renalheal Lotion,Currency,0.045,Sales,EI,0,0,0.96,0,279,0.666667,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q3-2024,81531786,964600786,naSlab786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Nanogentle Solution,Currency,0.045,Sales,EI,0,0,0.96,0,308.25,0.333333,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,C1-2023,91531786,154600786,waAugu786,STARSZY PRZEDSTAWICIEL MEDYCZNY,CymbaltaSyrup,Currency,0.045,Sales,EI,0,0,0.96,0,308.25,0,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,Q1-2022,91531786,ntVaca786,zaVACA786,VACAT ROLE,MacroZantacnatural,Currency,0.045,Sales,EI,0,0,0.96,0,0,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q2-2021,141531786,544600786,raRuse786,STARSZY PRZEDSTAWICIEL MEDYCZNY,AvastinCream,Currency,0.045,Sales,EI,0,0,0.97,0,308.25,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q3-2025,181531786,ntVaca786,ceVACA786,VACAT ROLE,Immunorelief Lotion,Currency,0.045,Sales,EI,0,0,0.92,0,0,0,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q4-2024,231531786,364600786,laFory786,PRZEDSTAWICIEL MEDYCZNY,OncoCrestorforte,Currency,0.045,Sales,EI,0,0,1.08,2,279,1,558,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,C1-2023,251531786,344600786,alDabr786,PRZEDSTAWICIEL MEDYCZNY,CardioCymbaltaboost,Currency,0.045,Sales,EI,0,0,1.07,2,279,1,558,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,C2-2022,301531786,344600786,rzWozn786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Macroactive Lotion,Currency,0.045,Sales,EI,0,0,1,0,308.25,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q3-2021,361531786,994600786,naKuma786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Pediamax Lotion,Currency,0.045,Sales,EI,0,0,0.98,0,337.5,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q4-2025,471531786,144600786,arOzim786,PRZEDSTAWICIEL MEDYCZNY,ActosSpray,Currency,0.045,Sales,EI,0,0,0.98,0,279,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,C2-2024,551531786,864600786,taNowa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,VascularAspirinforte,Currency,0.045,Sales,EI,0,0,0.98,0,337.5,0.333333,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,Q2-2023,551531786,864600786,taNowa786,STARSZY PRZEDSTAWICIEL MEDYCZNY,RemicadeTablet,Currency,0.045,Sales,EI,0,0,0.98,0,308.25,0.666667,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,Q3-2022,661531786,314600786,naDabe786,PRZEDSTAWICIEL MEDYCZNY,Micrototal Powder,Currency,0.045,Sales,EI,0,0,0.95,0,279,0.666667,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,Q4-2021,661531786,314600786,naDabe786,STARSZY PRZEDSTAWICIEL MEDYCZNY,RituxanCream,Currency,0.045,Sales,EI,0,0,0.95,0,308.25,0.333333,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,C3-2025,111531786,564600786,elPawl786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Pneumoforte Tablet,Currency,0.045,Sales,EI,0,0,1.01,1.3,337.5,1,438.75,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q2-2024,121531786,844600786,naJegi786,PRZEDSTAWICIEL MEDYCZNY,Pediamax Lotion,Currency,0.045,Sales,EI,0,0,0.97,0,279,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,Q3-2023,131531786,514600786,amJusz786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Urocomplete Injection,Currency,0.045,Sales,EI,0,0,0.99,0,337.5,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,C3-2022,211531786,24600786,naRoic786,PRZEDSTAWICIEL MEDYCZNY,Pediamax Lotion,Currency,0.045,Sales,EI,0,0,0.99,0,279,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q1-2021,281531786,724600786,inZura786,PRZEDSTAWICIEL MEDYCZNY,RituxanCream,Currency,0.045,Sales,EI,0,0,0.96,0,279,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q2-2025,311531786,264600786,raTato786,STARSZY PRZEDSTAWICIEL MEDYCZNY,EnbrelPowder,Currency,0.045,Sales,EI,0,0,1.02,1.45,308.25,0.65,290.53,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q3-2024,311531786,ntVaca786,ynVACA786,VACAT ROLE,HypoTylenolextra,Currency,0.045,Sales,EI,0,0,1.02,1.45,0,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,Q4-2023,331531786,134600786,naMial786,PRZEDSTAWICIEL MEDYCZNY,AntiSeroquelactive,Currency,0.045,Sales,EI,0,0,1.04,1.9,279,1,530.1,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,Q1-2022,391531786,584600786,naSzym786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Dermoactive Drops,Currency,0.045,Sales,EI,0,0,0.97,0,308.25,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q2-2021,401531786,234600786,naMark786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Renalcare Gel,Currency,0.045,Sales,EI,0,0,0.94,0,337.5,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q3-2025,491531786,774600786,raPapu786,PRZEDSTAWICIEL MEDYCZNY,AbilifyPowder,Currency,0.045,Sales,EI,0,0,0.96,0,279,0.666667,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,Q4-2024,491531786,774600786,raPapu786,STARSZY PRZEDSTAWICIEL MEDYCZNY,EnbrelPowder,Currency,0.045,Sales,EI,0,0,0.96,0,308.25,0.333333,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,C3-2023,541531786,444600786,ejCiep786,PRZEDSTAWICIEL MEDYCZNY,RemicadeTablet,Currency,0.045,Sales,EI,0,0,0.99,0,279,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,C3-2022,681531786,164600786,naKupi786,PRZEDSTAWICIEL MEDYCZNY,OrthoTylenolplus,Currency,0.045,Sales,EI,0,0,0.97,0,279,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,Q3-2021,51531786,894600786,naKoss786,PRZEDSTAWICIEL MEDYCZNY,ProLyricaheal,Currency,0.045,Sales,EI,0,0,0.99,0,279,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,Q4-2025,291531786,204600786,anAlwa786,PRZEDSTAWICIEL MEDYCZNY,Renalgentle Gel,Currency,0.045,Sales,EI,0,0,0.92,0,279,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q1-2024,351531786,974600786,naDaba786,PRZEDSTAWICIEL MEDYCZNY,AspirinInjection,Currency,0.045,Sales,EI,0,0,1.03,1.75,279,1,488.25,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,C3-2023,441531786,524600786,naNaza786,PRZEDSTAWICIEL MEDYCZNY,Renalheal Lotion,Currency,0.045,Sales,EI,0,0,1.01,1.3,279,1,362.7,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,C2-2022,461531786,274600786,rzZawa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Micrototal Powder,Currency,0.045,Sales,EI,0,0,0.99,0,337.5,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q4-2021,481531786,884600786,naKali786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Metacomplete Drops,Currency,0.045,Sales,EI,0,0,1.01,0.6,337.5,1,202.5,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q1-2025,501531786,44600786,trKoco786,STARSZY PRZEDSTAWICIEL MEDYCZNY,PlavixSolution,Currency,0.045,Sales,EI,0,0,1.05,1.96,308.25,1,604.17,0,REP
